k [h/Mpc]	D2 - halo model	2-halo	1-halo	halofit
0.03	0.02659058358847956	0.026077514871176266	0.0005130687173032942	0.02567605310034742
0.05	0.08212822203416423	0.0797535488072338	0.00237467322693043	0.07844155312527899
0.07	0.16013505503632314	0.15362160472452188	0.0065134503118012416	0.15233737501094063
0.09	0.25243065201122294	0.2385947089447294	0.013835943066493526	0.2406024846097239
0.11	0.3541446630921026	0.32890028277241373	0.025244380319688852	0.33971666356172525
0.13	0.4628471861088672	0.4212117254931399	0.04163546061572729	0.44824209831954426
0.15	0.5775367066530023	0.5136375580583286	0.06389914859467372	0.5658424650324475
0.17	0.6980290468464174	0.6051115604012671	0.0929174864451503	0.6927595277478588
0.19	0.8246091950771323	0.6950457720210069	0.1295634230561253	0.829534192263196
0.21	0.9578322800217403	0.7831326165842363	0.17469966343750398	0.9768518205225734
0.23	1.0984078795196077	0.8692303386046282	0.2291775409149796	1.1354535537454167
0.25	1.2471314344531512	0.9532955199207214	0.29383591453242996	1.3060845077827632
0.27	1.404842788249965	1.0353426942344939	0.36950009401547107	1.4894634268282625
0.29000000000000004	1.5724006582891044	1.1154198637261663	0.45698079456293805	1.6862652171173074
0.31000000000000005	1.750666642820239	1.1935935191808402	0.5570731236393989	1.897111387613589
0.32999999999999996	1.9404950343496825	1.269939432508003	0.6705556018416797	2.1225654199686614
0.35	2.1427262239297367	1.3445370041235103	0.7981892198062266	2.36313123776784
0.37	2.358182357093267	1.4174658240809483	0.9407165330123187	2.6192536262389092
0.39	2.5876644193780685	1.4888036231588844	1.098860796219184	2.891319868477173
0.41000000000000003	2.8319502401030077	1.5586251009496404	1.273325139153367	3.1796621225622475
0.43000000000000005	3.0917930927610913	1.6270013078243322	1.4647917849367589	3.4845602278973367
0.44999999999999996	3.3679206879023615	1.6939993752863722	1.6739213126159895	3.8062447349391633
0.47	3.661034428103312	1.759682463082312	1.9013519650209998	4.144900021845953
0.49	3.9718088413872152	1.8241098383423437	2.1476990030448717	4.500667407641366
0.51	4.300891139403434	1.8873370321042324	2.4135541072992015	4.873648202462785
0.53	4.648900865986057	1.9494160380263754	2.699484827959682	5.26390665650125
0.55	5.016429614231884	2.0103955307559773	3.006034083475906	5.6714727836594445
0.5700000000000001	5.404040798375038	2.0703210896970057	3.3337197086780326	6.0963450459062365
0.5900000000000001	5.812269472021002	2.1292354193494205	3.683034052671582	6.538492891207023
0.61	6.241622187719787	2.1871785609492065	4.05444362677058	6.997859142703708
0.63	6.69257689504348	2.2441880924641686	4.448388802579312	7.474362240142041
0.65	7.1655828757041	2.3002993155098976	4.865283560194202	7.9678983368317855
0.67	7.661060715078426	2.3555454287175674	5.305515286360858	8.478343256975586
0.6900000000000001	8.179402309979054	2.4099576876920845	5.769444622286969	9.00555431922351
0.7100000000000001	8.720970912747433	2.463565552066969	6.2574053606804645	9.549372032949245
0.7300000000000001	9.28610121182589	2.5163968203715283	6.769704391454362	10.10962167410431
0.75	9.875099448947362	2.5684777535318095	7.3066216954155525	10.686114747664357
0.77	10.488243572999611	2.619833187865029	7.868410385134583	11.278650343690002
0.79	11.125783430501457	2.6704866384231467	8.455296792078311	11.887016393924863
0.81	11.787940992487314	2.720460393510781	9.067480598976534	12.51099083567429
0.8300000000000001	12.474910617445767	2.769775601157267	9.7051350162885	13.15034268947222
0.8500000000000001	13.186859349804964	2.8184523482693815	10.368407001535582	13.804833056768212
0.87	13.923927253307259	2.866509733134767	11.057417520172491	14.474216043563429
0.89	14.68622777847147	2.9139659318897615	11.772261846581708	15.158239615604844
0.91	15.473848163205094	2.960838259510695	12.5130099036944	15.856646390417348
0.93	16.286849865502283	3.007143225836143	13.27970663966614	16.569174371121314
0.9500000000000001	17.12526902704748	3.052896587079534	14.072372439967946	17.295557626651675
0.9700000000000001	17.989116966438274	3.0981133932471865	14.891003573191089	18.03552692266877
0.99	18.878380700646908	3.142808031836486	15.735572668810422	18.788810307133478
1.01	19.793023493255088	3.186994268151992	16.606029225103097	19.555133654211172
1.03	20.73298542792318	3.2306852825441155	17.502300145379063	20.334221169873782
1.05	21.698184005491726	3.273893704844991	18.424290300646735	21.12579586228699
1.07	22.688514763059434	3.3166316462490486	19.371883116810384	21.929579979801595
1.09	23.703851913338383	3.3589107288617277	20.344941184476657	22.745295419115177
1.11	24.74404900255266	3.4007421131177784	21.34330688943488	23.572664105932418
1.1300000000000001	25.808939585121728	3.4421365232513157	22.366803061870414	24.411408350230865
1.1500000000000001	26.89833791335251	3.4831042709819933	23.415233642370517	25.261251178031333
1.1700000000000002	28.01203964035631	3.5236552775662298	24.48838436279008	26.121916641382256
1.19	29.149822534406063	3.563799094348182	25.586023440057883	26.993130108089982
1.21	30.311447202956487	3.603544921932541	26.707902281023944	27.874618532566778
1.23	31.496657824563318	3.642901628089941	27.853756196473377	28.766110709020168
1.25	32.70518288695998	3.681877764495551	29.023305122464432	29.667337508075025
1.27	33.936735929575704	3.7204815823922583	30.216254347183444	30.578032097798683
1.29	35.19101628881353	3.758721047261651	31.43229524155188	31.497930149992253
1.31	36.46770984444491	3.796603852578567	32.67110599186635	32.426770032514845
1.33	37.76648976552127	3.834137432718299	33.93235233280297	33.364292988323484
1.35	39.08701725425207	3.8713289750795705	35.2156882791725	34.31024330183579
1.37	40.428942286351	3.908185431480891	36.520756854870115	35.264368453159
1.3900000000000001	41.791904346410064	3.9447135288830095	37.84719081752706	36.226419260672074
1.4100000000000001	43.17553315691999	3.9809197794858515	39.19461337743414	37.19615001240037
1.4300000000000002	44.57944939962029	4.016810490244025	40.56263890937626	38.17331858658215
1.45	46.003265427927815	4.052391771841744	41.95087365608607	39.1576865617925
1.47	47.44658596926086	4.087669547164281	43.35891642209658	40.14901931696324
1.49	48.90900881614678	4.122649559300372	44.78635925684641	41.147086121615004
1.51	50.39012550507248	4.157337379107146	46.232788125965335	42.15166021660126
1.53	51.88952198211031	4.191738412366643	47.69778356974367	43.162518885650535
1.55	53.406779254425764	4.225857906560775	49.18092134786499	44.17944351798432
1.57	54.94147402684705	4.259700957289493	50.68177306955755	45.2022196622817
1.59	56.49317932275188	4.293272514355069	52.19990680839681	46.23063707225894
1.61	58.06146508859902	4.326577387533616	53.734887701065404	47.264489744129904
1.6300000000000001	59.64589878150792	4.359620252053505	55.286278529454414	48.30357594621481
1.6500000000000001	61.24604593935973	4.392405653798753	56.85364028556098	49.347698240966054
1.6700000000000002	62.86147073296559	4.424938014254281	58.43653271871131	50.396663499682035
1.6900000000000002	64.49173649991879	4.457221635208659	60.03451486471013	51.45028291018494
1.71	66.1364062598128	4.4892607032287595	61.64714555658404	52.508371977740595
1.73	67.79504321057637	4.521059293920001	63.27398391665637	53.570750519503555
1.75	69.4672112057383	4.552621375984495	64.9145898297538	54.63724265277414
1.77	71.15247521249887	4.583950815088983	66.56852439740989	55.70767677735783
1.79	72.85040175054041	4.615051377553366	68.23535037298704	56.78188555232016
1.81	74.56055931156952	4.645926733869934	69.91463257769959	57.85970586743372
1.83	76.28251875963545	4.676580462062965	71.60593829757248	58.940978809614755
1.85	78.01585371231764	4.707016050897305	73.30883766142033	60.02554962464881
1.87	79.76014090292854	4.73723690294436	75.02290399998418	61.11326767450428
1.8900000000000001	81.5149605239148	4.767246337513234	76.74771418640157	62.20398639053297
1.9100000000000001	83.27989655168878	4.797047593454187	78.4828489582346	63.297563222854784
1.9300000000000002	85.05453705315483	4.826643831841263	80.22789322131356	64.39385958622096
1.95	86.8384744742311	4.856038138540433	81.98243633569068	65.49274080264748
1.97	88.63130591070181	4.8852335266692	83.74607238403262	66.5940760411056
1.99	90.43263336175902	4.914232938953301	85.51840042280571	67.69773825455157
