-0.163	3.188142248580984e-97
-0.161	2.1523353599231471e-88
-0.159	9.013864708881114e-81
-0.157	4.0870220794142844e-74
-0.155	3.027398738211747e-68
-0.153	5.003342430609399e-63
-0.151	2.3481798216594328e-58
-0.149	3.784722032845028e-54
-0.14700000000000002	2.439228300106301e-50
-0.14500000000000002	7.112451726320169e-47
-0.14300000000000002	1.0384619959151643e-43
-0.14100000000000001	8.259348081455563e-41
-0.139	3.840158177062577e-38
-0.137	1.1079720058634353e-35
-0.135	2.0872756850425946e-33
-0.133	2.6820357233620375e-31
-0.131	2.440969689833079e-29
-0.129	1.6259438566629304e-27
-0.127	8.156956678624146e-26
-0.125	3.1604442331212477e-24
-0.123	9.669338759488531e-23
-0.121	2.382358884003858e-21
-0.11900000000000001	4.8102753697611144e-20
-0.117	8.084675509602865e-19
-0.115	1.1469858257912615e-17
-0.113	1.3909635796741463e-16
-0.111	1.4583402960209376e-15
-0.10900000000000001	1.3354876964611391e-14
-0.10700000000000001	1.0781934319663231e-13
-0.10500000000000001	7.739281137344503e-13
-0.10300000000000001	4.977348449861988e-12
-0.101	2.888325289391762e-11
-0.099	1.5221025757751173e-10
-0.097	7.327566092886341e-10
-0.095	3.240072110179444e-9
-0.093	1.3225238174568114e-8
-0.091	5.006255608921167e-8
-0.08900000000000001	1.7649735905525246e-7
-0.08700000000000001	5.818305975984957e-7
-0.085	1.8000341139048276e-6
-0.083	5.2440875191950374e-6
-0.081	0.000014432444675312165
-0.079	0.00003763327308880547
-0.077	0.00009323118498621034
-0.07500000000000001	0.0002200003851314274
-0.07300000000000001	0.0004956807187783337
-0.07100000000000001	0.001068743726033224
-0.069	0.0022098017952325603
-0.067	0.0043903575168467174
-0.065	0.008396913190878708
-0.063	0.015487123156689665
-0.061	0.027590944125873304
-0.059	0.047553127301741965
-0.05700000000000001	0.07940390795075589
-0.05500000000000001	0.12863312006395397
-0.053000000000000005	0.2024307673150352
-0.051000000000000004	0.30984662855355194
-0.049	0.4618154914723685
-0.047	0.6709956998911658
-0.045	0.9513787253321975
-0.04300000000000001	1.3176469479633246
-0.04100000000000001	1.7842845441432265
-0.03900000000000001	2.3644793355833174
-0.037000000000000005	3.0688872195676216
-0.035	3.9043601682119333
-0.033	4.87275869704443
-0.031	5.969976183141459
-0.028999999999999998	7.185293347254648
-0.026999999999999996	8.501156801880132
-0.024999999999999994	9.89343834861833
-0.022999999999999993	11.332186173482583
-0.02099999999999999	12.782830951142845
-0.01899999999999999	14.207765153181292
-0.017000000000000015	15.56817797663957
-0.015000000000000013	16.826005305701173
-0.013000000000000012	17.94584615719413
