k [h/Mpc]	D2 - halo model	2-halo	1-halo	halofit
1.1300000000000001	25.667215622689945	3.4421365232513157	22.22507909943863	24.411408350230865
1.1500000000000001	26.751866906794227	3.4831042709819933	23.268762635812234	25.261251178031333
1.1700000000000002	27.860849521546264	3.5236552775662298	24.337194243980033	26.121916641382256
1.19	28.993948997103786	3.563799094348182	25.430149902755605	26.993130108089982
1.21	30.15093360031628	3.603544921932541	26.547388678383737	27.874618532566778
1.23	31.33155504555792	3.642901628089941	27.68865341746798	28.766110709020168
1.25	32.535549212494935	3.681877764495551	28.853671447999385	29.667337508075025
1.27	33.76263686913616	3.7204815823922583	30.0421552867439	30.578032097798683
1.29	35.01252439854498	3.758721047261651	31.253803351283334	31.497930149992253
1.31	36.284904527624036	3.796603852578567	32.488300675045465	32.426770032514845
1.33	37.57945705642314	3.834137432718299	33.74531962370484	33.364292988323484
1.35	38.895849586463946	3.8713289750795705	35.024520611384375	34.31024330183579
1.37	40.23373824662252	3.908185431480891	36.325552815141634	35.264368453159
1.3900000000000001	41.59276841516196	3.9447135288830095	37.648054886278956	36.226419260672074
1.4100000000000001	42.97257543656248	3.9809197794858515	38.99165565707663	37.19615001240037
1.4300000000000002	44.37278533185345	4.016810490244025	40.355974841609424	38.17331858658215
1.45	45.79301550121279	4.052391771841744	41.740623729371045	39.1576865617925
1.47	47.23287541766184	4.087669547164281	43.145205870497556	40.14901931696324
1.49	48.691967310748	4.122649559300372	44.56931775144763	41.147086121615004
1.51	50.169886839174566	4.157337379107146	46.01254946006742	42.15166021660126
1.53	51.66622375140382	4.191738412366643	47.47448533903718	43.162518885650535
1.55	53.18056253332869	4.225857906560775	48.954704626767914	44.17944351798432
1.57	54.71248304217606	4.259700957289493	50.45278208488657	45.2022196622817
1.59	56.261561125875716	4.293272514355069	51.96828861152065	46.23063707225894
1.61	57.827369227196236	4.326577387533616	53.50079183966262	47.264489744129904
1.6300000000000001	59.40947697201935	4.359620252053505	55.049856719965845	48.30357594621481
1.6500000000000001	61.00745174119159	4.392405653798753	56.615046087392834	49.347698240966054
1.6700000000000002	62.62085922545938	4.424938014254281	58.195921211205096	50.396663499682035
1.6900000000000002	64.24926396306039	4.457221635208659	59.79204232785173	51.45028291018494
1.71	65.89222985960762	4.4892607032287595	61.402969156378866	52.508371977740595
1.73	67.54932068996636	4.521059293920001	63.02826139604636	53.570750519503555
1.75	69.22010058188515	4.552621375984495	64.66747920590065	54.63724265277414
1.77	70.90413448120178	4.583950815088983	66.3201836661128	55.70767677735783
1.79	72.60098859850015	4.615051377553366	67.98593722094678	56.78188555232016
1.81	74.31023083715162	4.645926733869934	69.6643041032817	57.85970586743372
1.83	76.0314312027244	4.676580462062965	71.35485074066143	58.940978809614755
1.85	77.76416219379392	4.707016050897305	73.05714614289661	60.02554962464881
1.87	79.50799917423706	4.73723690294436	74.7707622712927	61.11326767450428
1.8900000000000001	81.26252072713267	4.767246337513234	76.49527438961944	62.20398639053297
1.9100000000000001	83.02730899043668	4.797047593454187	78.2302613969825	63.297563222854784
1.9300000000000002	84.80194997463586	4.826643831841263	79.9753061427946	64.39385958622096
1.95	86.58603386262052	4.856038138540433	81.7299957240801	65.49274080264748
1.97	88.37915529204994	4.8852335266692	83.49392176538075	66.5940760411056
1.99	90.18091362051321	4.914232938953301	85.2666806815599	67.69773825455157
